id,term,reading,meaning_en,meaning_vi,example_jp,section,created_at
63ef3f46-ed83-448f-bf65-cfffaa6b2be7,〜というものではない,〜というものではない,it's not necessarily that ~,không hẳn là ~,金（かね）があれば幸（しあわ）せというものではない。,phrase,2025-07-01 02:33:29.902374+00
6534cea5-0375-4a2e-89cc-d8130a3d986a,復旧,ふっきゅう,restoration; recovery,phục hồi,道路が復旧された。,word,2025-07-01 02:33:29.902374+00
65811447-8d3d-4a04-9588-c272d3e691cd,課,か,section; assignment,bài học; bộ phận,宿題の課を読む。,kanji,2025-07-01 02:33:29.902374+00
67151486-3b93-438f-ba0f-7e1735802b28,〜にすぎない,〜にすぎない,nothing more than,chỉ là ~ mà thôi,それはうわさにすぎない。,phrase,2025-07-01 02:33:29.902374+00
67f76048-b538-4cac-8237-ff186c8e772a,行,い,to go,đi,学校へ行く。,kanji,2025-07-01 02:33:29.902374+00
68e86b4f-1f10-44e8-9e50-ceca1a8f76cf,況,きょう,situation; condition,tình hình,状況を把握する。,kanji,2025-07-01 02:33:29.902374+00
6aa7a097-8639-4a26-a159-bfe2b7cc4d04,〜にすれば,〜にすれば,from the perspective of ~,đối với ~,親（おや）にすれば心配（しんぱい）だろう。,phrase,2025-07-01 02:33:29.902374+00
6acfa0e8-cd47-48cb-b2bd-542e149bb20f,裏付ける,うらづける,to support; to back up,chứng minh; xác thực,証拠で主張を裏付ける。,word,2025-07-01 02:33:29.902374+00
6b5f0d72-be9a-4c64-be9e-857989faf834,〜にわたって,〜にわたって,throughout; over a span of,trải suốt; kéo dài,5日間（いつかかん）にわたって試験（しけん）が行（おこな）われた。,phrase,2025-07-01 02:33:29.902374+00
6b6f74ba-e21c-42c4-a8ef-cf2f4f0caab9,件,けん,matter; case,vụ việc,重要な件。,kanji,2025-07-01 02:33:29.902374+00
6ba1924a-c007-4dd6-8957-d8d5189af6ec,職,しょく,job; employment,nghề nghiệp; công việc,職を探している。,kanji,2025-07-01 02:33:29.902374+00
6bc74778-4b79-4ab1-ad49-7f1f82f1dd77,否定,ひてい,denial; negation,phủ định,その事実を否定できない。,word,2025-07-01 02:33:29.902374+00
6c2e8ddf-f65f-4d52-ab22-52c52fefde5c,効,こう,effect; efficiency,hiệu quả,効果が出る。,kanji,2025-07-01 02:33:29.902374+00
6c635c25-f2ae-4f3e-824d-37bbfba133c5,緻密,ちみつ,precise; meticulous,chính xác; tỉ mỉ,緻密な計画を立てる。,word,2025-07-01 02:07:53.993451+00
6c75281b-2e6f-4cbc-a9f4-688ce728f572,読,よ,to read,đọc,本を読む。,kanji,2025-07-01 02:33:29.902374+00
6cd162d8-8b41-41fa-8b0a-141f087247e2,築,きず,build; establish,xây dựng,友情を築く。,kanji,2025-07-01 02:33:29.902374+00
71b6d0d3-54ff-49dd-b563-b364b021a408,買,か,to buy,mua,本を買う。,kanji,2025-07-01 02:33:29.902374+00
7286172c-08ad-4ef9-80ff-d0c6edfd1d48,感,かん,feeling; emotion,cảm giác; cảm xúc,感謝の気持ちを伝える。,kanji,2025-07-01 02:33:29.902374+00
72cceaba-ae85-4a3d-97f0-82e43fdf87c2,〜ということだ,〜ということだ,it means that ~; I've heard that ~,nghe nói là ~; có nghĩa là ~,彼（かれ）は来（こ）ないということだ。,phrase,2025-07-01 02:33:29.902374+00
72eac84d-ff3d-4aaa-a00e-73c786a19ce8,来,く,to come,đến,明日来ます。,kanji,2025-07-01 02:33:29.902374+00
73788a46-7264-4893-bd6c-9f139e90235e,年,とし,year,năm,今年は忙しい。,kanji,2025-07-01 02:33:29.902374+00
73e0d019-29ed-4a23-902a-ac3e6f1a6ee8,〜とは限らない,〜とはかぎらない,not necessarily ~,không hẳn là ~,高（たか）いものが必（かなら）ずしも良（よ）いとは限（かぎ）らない。,phrase,2025-07-01 02:33:29.902374+00
74ceda48-d13f-4071-9a1f-af94f7d96a07,評,ひょう,review; evaluate,đánh giá,評価が高い。,kanji,2025-07-01 02:33:29.902374+00
7581d615-cf83-47ed-b6d9-89f31f4c1b86,務,む,duty; obligation,nghĩa vụ,義務を果たす。,kanji,2025-07-01 02:33:29.902374+00
76295b2c-79da-4a5a-bffa-e895b25080de,証,しょう,proof; evidence,bằng chứng,証拠が見つかった。,kanji,2025-07-01 02:33:29.902374+00
765bfc82-81a6-46ea-8203-95cec066e839,産,さん,produce; industry,sản xuất; công nghiệp,農産物を輸出する。,kanji,2025-07-01 02:33:29.902374+00
77b748ae-c881-4e93-a4c4-987186ac75e8,飲,の,to drink,uống,水を飲む。,kanji,2025-07-01 02:33:29.902374+00
78a21249-08ed-46aa-83c0-c4a69462075a,宣伝,せんでん,advertisement; publicity,tuyên truyền; quảng cáo,新商品を宣伝する。,word,2025-07-01 02:33:29.902374+00
7916835d-9cfb-42d4-8f17-bace6288f2c3,論,ろん,argument; theory,lý luận; lý thuyết,論文を書く。,kanji,2025-07-01 02:33:29.902374+00
799cb1b6-6f8d-425d-a404-38e8c80df266,質,しつ,quality; question,chất lượng; câu hỏi,品質が高い。,kanji,2025-07-01 02:33:29.902374+00
7a5a61e6-74af-4ef0-9f2b-413326b936a5,信,しん,trust; belief,niềm tin,自分を信じる。,kanji,2025-07-01 02:33:29.902374+00
7b2e04d9-cf12-4086-84f7-cc66c14bc512,税,ぜい,tax,thuế,税金を払う。,kanji,2025-07-01 02:33:29.902374+00
7c7c6db5-3344-4bd0-bca8-64fd9987eb78,〜ものの,〜ものの,although; but,tuy ~ nhưng,合格（ごうかく）したものの、不安（ふあん）が残（のこ）る。,phrase,2025-07-01 02:33:29.902374+00
7e748d00-10d2-49a4-83a4-d79ff8ac3e92,解,かい,solve; answer,giải quyết; đáp án,問題を解く。,kanji,2025-07-01 02:33:29.902374+00
7f57df5c-be55-4a13-bcdc-9a6c8035a6f6,〜たあげく,〜たあげく,after ~ (resulting in),sau khi ~ thì (kết quả xấu),長時間（ちょうじかん）話（はな）したあげく、何（なに）も決（き）まらなかった。,phrase,2025-07-01 02:33:29.902374+00
7f7cff05-6058-4343-be20-26332bd5c0bd,解,かい,solve; untie,giải quyết; tháo gỡ,問題を解く。,kanji,2025-07-01 02:33:29.902374+00
7fc665bc-6b76-451a-8d2f-334704d97e55,独自,どくじ,original; unique,riêng; độc đáo,独自の技術を持つ。,word,2025-07-01 02:33:29.902374+00
820795ad-aec1-4b3c-aaee-9c8543f2aabb,憂鬱,ゆううつ,depression; melancholy,u sầu; trầm cảm,雨の日は憂鬱な気分になる。,word,2025-07-01 02:07:53.993451+00
8233ab83-542d-417a-88a6-385497c97bfd,備,そな,prepare; equip,chuẩn bị; trang bị,災害に備える。,kanji,2025-07-01 02:33:29.902374+00
82b64685-d6c0-4e24-acf9-0cdf9e0866e5,商,しょう,commerce; trade,thương mại,商業施設が増える。,kanji,2025-07-01 02:33:29.902374+00
83b79cf9-9cef-4645-ab62-024c68c3713d,態,たい,attitude; state,thái độ; trạng thái,態度が悪い。,kanji,2025-07-01 02:33:29.902374+00
83e08f07-0360-4bb0-987b-57aed54718d4,圧倒,あっとう,overwhelm; overpower,áp đảo,観客はその演技に圧倒された。,word,2025-07-01 02:33:29.902374+00
84169ec1-538c-4533-8933-67419c2e785a,意図,いと,intention; aim,ý định; mục đích,その発言の意図が分からない。,word,2025-07-01 02:33:29.902374+00
8460dc7a-7d0e-4e21-80d3-ae5ee2f3ee41,比,くら,to compare,so sánh,値段を比べる。,kanji,2025-07-01 02:33:29.902374+00
84a345d1-e140-4f96-8460-1a7e9a7fbbbc,〜に足る,〜にたる,worthy of; enough to ~,đủ để ~; xứng đáng với ~,信頼（しんらい）に足（た）る人物（じんぶつ）だ。,phrase,2025-07-01 02:33:29.902374+00
85a9f43f-7a94-445b-8817-6d535cd3d55d,怒,いか,anger,tức giận,彼は怒っている。,kanji,2025-07-01 02:33:29.902374+00
875c1ca5-f933-4252-8f40-25f9e37b584c,従来,じゅうらい,conventional; traditional,truyền thống; thông thường,従来の方法では限界がある。,word,2025-07-01 02:07:53.993451+00
88bff549-7e24-4e9e-b770-85b8c3933a82,企,き,plan; enterprise,kế hoạch; doanh nghiệp,新しい事業を企画する。,kanji,2025-07-01 02:33:29.902374+00
88ebe47a-c013-4a43-a6d4-2e37f5537727,設,せつ,establish; set up,thiết lập,会社を設立する。,kanji,2025-07-01 02:33:29.902374+00
89476c36-14ed-4847-b890-228bbc7fb23b,〜ばかりに,〜ばかりに,just because ~ (bad result),chỉ vì ~ (mà kết quả xấu),嘘（うそ）をついたばかりに、信用（しんよう）を失（うしな）った。,phrase,2025-07-01 02:33:29.902374+00
8a011b9f-a1b2-46f0-83d0-7841e8dd064a,設,せつ,establish; install,thiết lập; cài đặt,新しい制度を設ける。,kanji,2025-07-01 02:33:29.902374+00
8e1da80e-8edc-45c5-adea-8bb7b049ef52,提,てい,present; propose,đề xuất,提案を出す。,kanji,2025-07-01 02:33:29.902374+00
8f2a4459-7936-47cf-a037-62b3baad0138,状,じょう,condition; appearance,tình trạng; trạng thái,異常な状態。,kanji,2025-07-01 02:33:29.902374+00
90a39b45-adf9-4086-a22c-2f9400b15cf3,快適,かいてき,comfortable; pleasant,thoải mái; dễ chịu,快適な空間で働く。,word,2025-07-01 02:33:29.902374+00
917b7f9f-1f49-474f-9694-af014a388c82,性,せい,nature; gender,tính chất; giới tính,性格が明るい。,kanji,2025-07-01 02:33:29.902374+00
92ee8e9c-48c9-4211-9f35-1fa6a03c224a,備,そな,prepare; equip,chuẩn bị; trang bị,地震に備える。,kanji,2025-07-01 02:33:29.902374+00
9303fe6c-34b1-4c11-9570-a1a04b326019,達,たつ,accomplish; reach,đạt được,目的を達成する。,kanji,2025-07-01 02:33:29.902374+00
9315ec5d-cc12-44a5-b69c-15501688f52f,能,のう,ability; performance,năng lực; khả năng,彼は能力がある。,kanji,2025-07-01 02:33:29.902374+00
935e732f-78c0-4c05-9f73-9d0fd2238fda,〜かねない,〜かねない,might; could possibly,có khả năng; có thể,その発言（はつげん）は誤解（ごかい）を招（まね）きかねない。,phrase,2025-07-01 02:33:29.902374+00
95be1048-baef-4d60-855d-23e701ca3440,一概に,いちがいに,categorically; universally,một cách chung chung,一概にそうとは言えない。,word,2025-07-01 02:33:29.902374+00
95eaec8d-b8e0-495c-ae2b-7a576bfb61c2,提案,ていあん,proposal; suggestion,đề xuất,改善案を提案する。,word,2025-07-01 02:33:29.902374+00
9919b7e3-b2f8-450d-86c9-66f1f980ccb0,反発,はんぱつ,resistance; backlash,phản kháng,新制度に反発する声が上がる。,word,2025-07-01 02:33:29.902374+00
99cc5fef-95df-4b69-ade3-d0b9aa435962,考慮,こうりょ,consideration,xem xét,条件を考慮する。,word,2025-07-01 02:33:29.902374+00
9a068a80-0a95-4a72-84e2-5754212e4be9,著名,ちょめい,famous; well-known,nổi tiếng; có danh tiếng,彼は著名な作家です。,word,2025-07-01 02:07:53.993451+00
9a3c5004-552a-45f3-ac8e-0df736d09227,〜に先立って,〜にさきだって,prior to; before,trước khi ~,開会（かいかい）に先立（さきだ）って、挨拶（あいさつ）があります。,phrase,2025-07-01 02:33:29.902374+00
9a3c5606-5c78-4c82-8152-c5c2895ad1cb,愛,あい,love,tình yêu,親の愛を感じる。,kanji,2025-07-01 02:33:29.902374+00
9b4e6686-14f7-4cb6-bf7a-f04c9468174d,構成,こうせい,composition; structure,cấu trúc; tổ chức,文章の構成を考える。,word,2025-07-01 02:33:29.902374+00
9b8b1d35-8c54-4b3d-97df-c38700c6d2ac,〜にかかわらず,〜にかかわらず,regardless of; despite,bất kể; không liên quan đến,天候（てんこう）にかかわらず試合（しあい）は行（おこな）われる。,phrase,2025-07-01 02:33:29.902374+00
9cb6a126-38d0-4f2c-a820-d5c5cf8bb321,案,あん,idea; plan,kế hoạch; phương án,新しい案を考える。,kanji,2025-07-01 02:33:29.902374+00
9e0231cb-574d-4652-8b0d-7c83962480c5,〜末に,〜すえに,after (much...) finally,sau khi ~ thì cuối cùng,悩（なや）んだ末（すえ）に決断（けつだん）した。,phrase,2025-07-01 02:33:29.902374+00
9e1d5dea-47cd-4d08-978c-9eeccb2ab8b4,〜ようになっている,〜ようになっている,be arranged so that ~,được thiết lập sao cho ~,このドアは自動（じどう）で閉（し）まるようになっている。,phrase,2025-07-01 02:33:29.902374+00
9e63e5c0-45ff-4ac4-8544-8dd40074b2ae,疑,うたが,doubt; suspect,nghi ngờ,真実を疑う。,kanji,2025-07-01 02:33:29.902374+00
9fb913ba-b0a4-4430-a368-ce144f3f06ea,策,さく,policy; plan,chiến lược; sách lược,対策を練る。,kanji,2025-07-01 02:33:29.902374+00
9fe5140f-c4e8-420e-bd61-4270859ebdfa,進出,しんしゅつ,expansion into; advance,mở rộng; tiến vào,海外市場に進出する。,word,2025-07-01 02:33:29.902374+00
a0163027-92cd-4dc7-b3fb-f7cd4df0ed1a,〜ことなく,〜ことなく,without doing ~,mà không ~,彼（かれ）は休（やす）むことなく働（はたら）き続（つづ）けた。,phrase,2025-07-01 02:33:29.902374+00
a02627c9-249c-400f-bcd3-04c701443be9,最,さい,most; -est,nhất,最も重要なこと。,kanji,2025-07-01 02:33:29.902374+00
a044f210-4dba-419a-b62e-be4d2b19d898,〜を問わず,〜をとわず,regardless of,bất kể; không kể,年齢（ねんれい）を問（と）わず応募（おうぼ）できます。,phrase,2025-07-01 02:33:29.902374+00
a0605628-4c2c-4853-b38b-608cefc07a23,〜に際して,〜にさいして,on the occasion of,nhân dịp; vào lúc,契約（けいやく）に際（さい）して、注意事項（ちゅういじこう）を確認（かくにん）してください。,phrase,2025-07-01 02:33:29.902374+00
a09c711f-ecc3-40d4-8e91-5b3e798b5261,柔軟,じゅうなん,flexible; adaptable,linh hoạt; dẻo dai,柔軟な思考が重要だ。,word,2025-07-01 02:07:53.993451+00
a13191a1-1198-45d3-9280-2fce919427a2,曖昧,あいまい,vague; ambiguous,mơ hồ; không rõ ràng,彼の返事は曖昧だった。,word,2025-07-01 02:33:29.902374+00
a232dd7d-f296-47aa-924f-5c108672b441,補足,ほそく,supplement; addition,bổ sung,説明を補足する。,word,2025-07-01 02:33:29.902374+00
a260be49-252b-43da-8222-b586f0b4606e,状,じょう,status; shape,tình trạng,状態が悪化した。,kanji,2025-07-01 02:33:29.902374+00
a3323af4-4a69-48f2-a1a2-f597d106181a,〜に至るまで,〜にいたるまで,up to; until (formal),cho đến cả ~,髪型（かみがた）に至（いた）るまで彼女（かのじょ）を真似（まね）している。,phrase,2025-07-01 02:33:29.902374+00
a3c1cb51-05a0-4afb-8079-ca0daec81ea6,〜にもかかわらず,〜にもかかわらず,despite; although,mặc dù ~,雨（あめ）が降（ふ）っているにもかかわらず、試合（しあい）は行（おこな）われた。,phrase,2025-07-01 02:33:29.902374+00
a3e27ebe-e847-4167-84a8-5a89b583d6ad,理,り,reason; logic,lý do; logic,理由を説明する。,kanji,2025-07-01 02:33:29.902374+00
a4b96796-60db-49f0-96a5-82848a98a1b3,促す,うながす,to urge; to prompt,thúc đẩy; nhắc nhở,彼に行動を促した。,word,2025-07-01 02:33:29.902374+00
a54b1692-0668-42fc-91df-78efe2677e52,査,さ,inspect; investigate,kiểm tra; điều tra,調査を行う。,kanji,2025-07-01 02:33:29.902374+00
a6516c62-8a4e-4b53-9020-7f0d2631cc4a,了承,りょうしょう,acknowledgment; consent,chấp thuận,了承を得る。,word,2025-07-01 02:33:29.902374+00
a66137fd-8a06-4c54-94eb-21696da7ae00,務,む,task; service,nhiệm vụ; chức vụ,事務作業をする。,kanji,2025-07-01 02:33:29.902374+00
a66423c1-f041-4598-a2ce-489b90f8d75d,笑,わら,laugh; smile,cười,彼女はよく笑う。,kanji,2025-07-01 02:33:29.902374+00
a68e3000-9f1e-425f-8468-c65d3e8414f5,〜次第で,〜しだいで,depending on ~,tùy vào ~,成功（せいこう）は努力（どりょく）次第（しだい）だ。,phrase,2025-07-01 02:33:29.902374+00
a7c7b8f7-b19b-4f4b-86aa-061caeaa6120,帰,かえ,to return,trở về,家に帰る。,kanji,2025-07-01 02:33:29.902374+00
a845eb52-803b-4f2a-9138-024b645a5f43,業,ぎょう,work; business,nghiệp vụ; công việc,農業に従事する。,kanji,2025-07-01 02:33:29.902374+00
a912820f-e442-458c-8cb2-e55c2fdcfd83,撤回,てっかい,retraction; withdrawal,rút lại; thu hồi,発言を撤回する。,word,2025-07-01 02:33:29.902374+00
a989a62b-e4ca-4f68-af4d-e88798e56255,〜ことから,〜ことから,because of ~; from the fact that,từ việc ~ mà,声（こえ）が大（おお）きいことから、彼（かれ）は先生（せんせい）に選（えら）ばれた。,phrase,2025-07-01 02:33:29.902374+00
aa1bd9d0-b476-450f-a426-7a724286a64a,能,のう,ability; capacity,năng lực,彼は能力が高い。,kanji,2025-07-01 02:33:29.902374+00
aa5adb42-538d-44ea-8ee1-6dd3dfff20fa,化,か,transform; change,biến hóa; thay đổi,文化を学ぶ。,kanji,2025-07-01 02:33:29.902374+00
aad115a4-d752-47c6-ad9e-9b3d8a0041ae,〜に限らず,〜にかぎらず,not only ~ but also,không chỉ ~ mà còn,学生（がくせい）に限（かぎ）らず、社会人（しゃかいじん）も参加（さんか）できる。,phrase,2025-07-01 02:33:29.902374+00
aada6395-6379-477f-a4e6-47458cab47f3,幹部,かんぶ,executive; management,cán bộ; lãnh đạo,幹部会議が開かれる。,word,2025-07-01 02:33:29.902374+00
aaf722f9-99a0-490d-a71f-368fb4ca70a1,難,むずか,difficult,khó,難しい問題だ。,kanji,2025-07-01 02:33:29.902374+00
abb3632d-be21-4a9e-a9c1-f5f937b52dcf,変,へん,strange; change,kỳ lạ; thay đổi,彼はちょっと変だ。,kanji,2025-07-01 02:33:29.902374+00
ad44f179-850e-4dd3-91f9-7aa3ef48d23f,〜を皮切りに,〜をかわきりに,starting with ~,khởi đầu là ~,福岡（ふくおか）を皮切（かわき）りに全国（ぜんこく）でライブが開（ひら）かれる。,phrase,2025-07-01 02:33:29.902374+00
ad8f3d95-01b4-4442-8ed5-af7f9ee8f8cc,単,たん,single; simple,đơn; đơn giản,単語を覚える。,kanji,2025-07-01 02:33:29.902374+00
adea57c0-b135-4e89-a91e-b52f6a458ffc,疑問,ぎもん,doubt; question,nghi vấn,疑問に思う。,word,2025-07-01 02:33:29.902374+00
ae5c780b-6c0a-44ab-80fb-73664c53cf90,〜わけではない,〜わけではない,it doesn’t mean that ~,không có nghĩa là ~,嫌（きら）いなわけではないが、食（た）べたくない。,phrase,2025-07-01 02:33:29.902374+00
ae7ec652-366c-4619-b684-685860da34ba,〜にしては,〜にしては,considering ~; for ~,dù là ~ mà lại,彼（かれ）は初心者（しょしんしゃ）にしては上手（じょうず）だ。,phrase,2025-07-01 02:33:29.902374+00
aebf741b-34e3-4504-bead-4a494aed09dc,概念,がいねん,concept; idea,khái niệm,自由の概念を説明する。,word,2025-07-01 02:33:29.902374+00
aee061c6-ed88-4d10-adaf-2caaf6dfd06b,証,しょう,proof; certificate,chứng minh; giấy chứng nhận,証明書を提出する。,kanji,2025-07-01 02:33:29.902374+00
af9da0f7-bae7-4ffe-9475-c33f1aab4561,傾向,けいこう,trend; tendency,khuynh hướng,若者にこの傾向がある。,word,2025-07-01 02:33:29.902374+00
b19cc8a8-acf1-4b89-ba50-eba7aac9c4c1,退,たい,retire; retreat,rút lui; nghỉ việc,会社を退職する。,kanji,2025-07-01 02:33:29.902374+00
b19e9b2a-152c-48c3-b1ba-625603d6c3e2,始,はじ,to begin,bắt đầu,授業が始まった。,kanji,2025-07-01 02:33:29.902374+00
b1ab0bc0-d781-49ba-98f1-715095f9d9f9,欲,よく,desire; greed,ham muốn; tham vọng,欲が深い人。,kanji,2025-07-01 02:33:29.902374+00
b691d051-6414-47e7-b85c-aa064817e4cf,断,ことわ,refuse; reject,từ chối,申し出を断る。,kanji,2025-07-01 02:33:29.902374+00
b6a15f89-e5db-4f2e-b5be-a9c21f9f5a43,書,か,to write,viết,手紙を書く。,kanji,2025-07-01 02:33:29.902374+00
b6ab3495-d6c0-4f86-bd29-89f005aec3c6,収,しゅう,income; gather,thu nhập; thu thập,収入を得る。,kanji,2025-07-01 02:33:29.902374+00
b9841d10-2c37-4386-8e82-302a6636f841,報,ほう,report; news,báo cáo; tin tức,最新情報を報告する。,kanji,2025-07-01 02:33:29.902374+00
b999a4e2-4d51-4d4c-910c-ee9e6f71caaa,報,ほう,report; inform,báo cáo; thông báo,事件を報道する。,kanji,2025-07-01 02:33:29.902374+00
bb7a0a44-c312-466f-a588-0acaf4e0405d,〜ようがない,〜ようがない,there’s no way to ~,không có cách nào mà ~,彼（かれ）の連絡先（れんらくさき）が分（わ）からないから、連絡（れんらく）しようがない。,phrase,2025-07-01 02:33:29.902374+00
bde955bd-09a6-41e2-86e4-3017aa161fb0,念,ねん,thought; attention,ý niệm; chú ý,念のため確認する。,kanji,2025-07-01 02:33:29.902374+00
be3fc80a-807d-4e10-964f-4ea94fa8a690,非,ひ,non-; anti-,"phi, không",非常口を確認する。,kanji,2025-07-01 02:33:29.902374+00
bf741742-7a85-499e-986c-0082e1af386d,説,せつ,explanation; theory,giải thích; lý thuyết,説明を受ける。,kanji,2025-07-01 02:33:29.902374+00
c00f83d2-be9e-43a0-b46a-cd2cddb083a7,幸福,こうふく,happiness; good fortune,hạnh phúc; may mắn,家族と過ごす時間が私の幸福です。,word,2025-07-01 02:07:53.993451+00
c018d990-2d95-4eac-acb7-d78bc5e04741,〜ないではいられない,〜ないではいられない,can't help but ~,không thể không ~,彼（かれ）の話（はなし）を聞（き）いて笑（わら）わないではいられなかった。,phrase,2025-07-01 02:33:29.902374+00
c1581a60-ab1e-4a7b-8e5e-1d6950793fd4,走,はし,to run,chạy,公園で走る。,kanji,2025-07-01 02:33:29.902374+00
c1ba019c-561c-4cb3-bd64-49c2e4e0e84e,依存,いぞん,dependence; reliance,phụ thuộc,スマホに依存している若者が多い。,word,2025-07-01 02:33:29.902374+00
c1d75a15-1ec5-4777-b9c9-4ba92abb3ec7,〜というより,〜というより,rather than ~,nói đúng hơn là ~,彼（かれ）は学生（がくせい）というより先生（せんせい）みたいだ。,phrase,2025-07-01 02:33:29.902374+00
c2ebeb44-2983-447d-822d-9ffec130ac53,〜上で,〜うえで,after; upon,sau khi ~,十分（じゅうぶん）に検討（けんとう）した上（うえ）で決定（けってい）します。,phrase,2025-07-01 02:33:29.902374+00
c3911a42-2e2d-46c5-917e-284d27eac6c9,混乱,こんらん,confusion; chaos,hỗn loạn; rối loạn,会場が混乱している。,word,2025-07-01 02:33:29.902374+00
c44d8c94-f81f-4648-bbe9-2513909dd5f1,〜にあたって,〜にあたって,at the time of; on the occasion of,nhân dịp; vào lúc,入社（にゅうしゃ）にあたって、必要（ひつよう）な書類（しょるい）を準備（じゅんび）してください。,phrase,2025-07-01 02:33:29.902374+00
c48685d0-74a5-4c7b-ae20-bcc8d02cd48a,答,こた,answer; respond,trả lời,質問に答える。,kanji,2025-07-01 02:33:29.902374+00
c55fc890-4aae-482d-9284-8c8c1129bf7a,描写,びょうしゃ,description; depiction,miêu tả,感情の描写が巧みだ。,word,2025-07-01 02:33:29.902374+00
c5d97b7b-dbbb-45b5-828c-802d70efd3f8,〜にしても,〜にしても,even if ~; even supposing,dù là ~ đi nữa,遅刻（ちこく）するにしても、連絡（れんらく）ぐらいしてほしい。,phrase,2025-07-01 02:33:29.902374+00
c72a300c-fdc3-46a2-bc74-dce51fc47e0d,感,かん,feeling; sense,cảm giác,感動した。,kanji,2025-07-01 02:33:29.902374+00
c7690d36-6cfc-4c84-adc6-b327eb1b802c,臨時,りんじ,temporary; special,tạm thời; bất thường,臨時の対応が必要だ。,word,2025-07-01 02:33:29.902374+00
c79742dc-09ab-448c-88b9-40ede80d1f78,対応,たいおう,response; handling,đối ứng; xử lý,緊急事態に対応する。,word,2025-07-01 02:33:29.902374+00
c88cb350-a2ae-4703-873a-97e30b86c761,恵,めぐ,blessing; grace,ân huệ; ban tặng,自然の恵みを受ける。,kanji,2025-07-01 02:33:29.902374+00
c9514e29-9912-4419-9d45-5f93ba53f183,相応しい,ふさわしい,appropriate; suitable,phù hợp; xứng đáng,彼はリーダーに相応しい人物だ。,word,2025-07-01 02:33:29.902374+00
cc71c541-4c5f-47d7-9e7b-71d611af1055,余裕,よゆう,margin; room; time,dư dả; thoải mái,時間に余裕がある。,word,2025-07-01 02:33:29.902374+00
cca9847a-0bf6-45d1-b507-2276ee598704,〜にもほどがある,〜にもほどがある,too much; excessive,quá mức; không thể chấp nhận,冗談（じょうだん）にもほどがあるよ！,phrase,2025-07-01 02:33:29.902374+00
ccb7a63a-8212-45e7-a090-b8e4f1409737,〜ないまでも,〜ないまでも,even if not ~; at least ~,dù không đến mức ~ thì cũng ~,毎日（まいにち）でないまでも、週（しゅう）に一回（いっかい）は運動（うんどう）しよう。,phrase,2025-07-01 02:33:29.902374+00
ccc6537a-4454-4178-99c3-46db7bbcaa4a,認識,にんしき,recognition; awareness,nhận thức,状況を正しく認識する。,word,2025-07-01 02:33:29.902374+00
cd896ce2-6166-4b49-b3dd-6599d2e622ce,説,せつ,theory; explanation,giải thích; lý thuyết,仮説を立てる。,kanji,2025-07-01 02:33:29.902374+00
ce105569-c450-4b06-853a-1a272a422738,〜たとたん,〜たとたん,as soon as ~,ngay khi ~,外（そと）に出（で）たとたん、雨（あめ）が降（ふ）り出（だ）した。,phrase,2025-07-01 02:33:29.902374+00
cf2fcdb3-de3f-42b2-bdc6-0fd4eec72ec7,〜に違いない,〜にちがいない,must be; no doubt,chắc chắn là ~,あの人（ひと）は先生（せんせい）に違（ちが）いない。,phrase,2025-07-01 02:33:29.902374+00
cf89c44c-a4cc-4456-a73d-050bebae1eb5,削減,さくげん,reduction; cut,cắt giảm,予算を削減する。,word,2025-07-01 02:33:29.902374+00
cf964b2d-ad93-4139-a152-0f0e897a1cdd,通達,つうたつ,notification; notice,thông báo,会社から通達があった。,word,2025-07-01 02:33:29.902374+00
cff8e89e-06e1-4f7e-9fa7-8c7a39b6d9a3,方針,ほうしん,policy; direction,phương châm; chính sách,会社の方針を決める。,word,2025-07-01 02:33:29.902374+00
d011c681-cd5b-4321-ab2b-4ce8757e2cb4,財,ざい,wealth; finance,tài sản; tài chính,財産を管理する。,kanji,2025-07-01 02:33:29.902374+00
d0adfaa4-bf11-4609-a5f9-776e55c2df83,介入,かいにゅう,intervention; interference,can thiệp,政府が問題に介入した。,word,2025-07-01 02:33:29.902374+00
d21a63b1-fea7-4c1f-a848-132d12932e3b,逸れる,それる,to stray; to deviate,lệch hướng; chệch,話が本題から逸れた。,word,2025-07-01 02:33:29.902374+00
d21c6631-bc9a-47c3-958b-8103554f39b0,依頼,いらい,request; commission,yêu cầu; nhờ vả,仕事を依頼する。,word,2025-07-01 02:33:29.902374+00
d26281a2-7ced-4994-a8d5-596a75eb373e,食,た,to eat,ăn,ご飯を食べる。,kanji,2025-07-01 02:33:29.902374+00
d284cf89-8380-4665-8ce8-a05544da6caa,受け入れる,うけいれる,to accept; to receive,chấp nhận; tiếp nhận,結果を受け入れる。,word,2025-07-01 02:33:29.902374+00
d284fb6f-8417-4318-b022-536c19ec9fb8,想,そう,thought; idea,ý tưởng; suy nghĩ,彼は想像力が豊かだ。,kanji,2025-07-01 02:33:29.902374+00
d37c9f3f-e9c1-4745-91f7-b1a379dd21d8,認,みと,acknowledge; admit,công nhận; thừa nhận,過ちを認める。,kanji,2025-07-01 02:33:29.902374+00
d40caf4b-9eb5-4099-b37e-fd55f6eeaaac,形,かたち,shape; form,hình dạng,形が変わった。,kanji,2025-07-01 02:33:29.902374+00
d55ff20f-5d70-41a2-b65d-a057afb9d64f,略す,りゃくす,abbreviate; omit,viết tắt; lược bỏ,名前を略して呼ぶ。,word,2025-07-01 02:33:29.902374+00
